Transcript_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CsaV3_6G008960.1	567.731203826504	-2.31552375712851	0.144385384772972	-16.0371062539978	7.03571455641629e-58	1.2776857634452e-53
CsaV3_7G035210.1	1225.6991089969	-2.38963671537659	0.153441550865665	-15.5735959516512	1.10042877455793e-54	9.99189327298597e-51
CsaV3_5G013680.1	186.099008142559	-3.47074502115903	0.247696554752368	-14.0120843611607	1.31488416813719e-44	7.95943216445713e-41
CsaV3_3G041460.1	1978.05083873796	-1.96209979530787	0.165168251591828	-11.8794004077533	1.51449788046313e-32	6.87582037730261e-29
CsaV3_4G025090.1	763.908672016872	-1.689664149778	0.146991594266561	-11.4949712479061	1.39827571377074e-30	5.07853739241533e-27
CsaV3_1G043500.1	7348.81641475072	-1.24920631557041	0.111583029018396	-11.1953074455836	4.2990833404669e-29	1.30118922438131e-25
CsaV3_4G028340.1	1332.02693774946	-2.10526554815252	0.201966433472591	-10.4238388129888	1.93002353405581e-25	5.00703248263622e-22
CsaV3_7G000640.1	99.9419660794533	2.68541455124701	0.258311704247197	10.3960235138131	2.58496601944785e-25	5.86787286414661e-22
CsaV3_3G015780.1	1363.49149955684	-1.36425951066687	0.132602882879388	-10.288309583041	7.95608196937389e-25	1.60536053959811e-21
CsaV3_1G006900.1	2485.43673980328	-1.61475974771473	0.159469322745102	-10.1258331064451	4.24349417025211e-24	7.00562310288895e-21
CsaV3_5G002550.1	307.73949205414	-1.70565353762311	0.168440371202989	-10.1261563688174	4.22949391417329e-24	7.00562310288895e-21
CsaV3_2G014490.1	3059.60596075626	-1.64549403176374	0.16420172703971	-10.0211737198465	1.23033061145684e-23	1.86190032533802e-20
CsaV3_2G025870.1	29068.008129192	-1.46593753629485	0.147250486129228	-9.95540031703755	2.38859608294804e-23	3.33668498971819e-20
CsaV3_6G037400.1	82.8915424791275	-2.53364912311453	0.25506568827498	-9.93332008021035	2.98159143537158e-23	3.86755003331056e-20
CsaV3_1G031200.1	899.728774284185	-1.21438110706631	0.125100972136793	-9.70720759658394	2.80927898330334e-22	3.40110042245257e-19
CsaV3_3G016210.1	2980.39707999681	1.75561574173964	0.182260170310105	9.63247065309202	5.83103128345131e-22	6.61822050671724e-19
