Transcript_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CsaV3_UNG157170.1	157.479104872608	2.98478344399574	0.142329290268399	20.9709711779434	1.20773459075766e-97	1.84227834474173e-93
CsaV3_6G022450.1	4056.81912448196	1.91591730516305	0.09225160515332	20.7683899047485	8.36144030067198e-96	6.37727051732252e-92
CsaV3_3G022920.1	484.3944503397	1.82636485206959	0.106816094424047	17.0982178473887	1.53012108863915e-65	7.78015569536721e-62
CsaV3_UNG082670.1	101.605743337086	2.39078956336373	0.144376425920634	16.5594178420651	1.36912325346953e-61	5.22115152710607e-58
CsaV3_1G014830.1	4894.34541157665	1.36065442242181	0.103847849219734	13.1023842346775	3.19074420351314e-39	9.7343224160779e-36
CsaV3_UNG079620.1	229.454698729194	1.7384794311595	0.138345460726297	12.5662195350154	3.23842663023111e-36	8.2331599695909e-33
CsaV3_1G000670.1	10519.0109480789	0.70015955023412	0.0653328447971076	10.7168079456586	8.48823756077214e-27	1.84970822502883e-23
CsaV3_6G044700.1	657.913260064675	1.09983337086913	0.104403477373536	10.5344515195996	5.99316179832295e-26	1.14274612589523e-22
CsaV3_UNG147150.1	45.2051166748895	1.4343612028736	0.138894371979346	10.3269929690665	5.32022958776501e-25	9.01719801464083e-22
CsaV3_7G008870.1	5082.88581093363	0.853249459454125	0.101047831560231	8.44401553481663	3.06618423474222e-17	4.67715743167579e-14
CsaV3_UNG147160.1	424.114133324253	0.914245365334355	0.110947641054161	8.24033171546249	1.71733856046396e-16	2.38148021830156e-13
CsaV3_UNG004080.1	79.1710477322026	1.12799173317775	0.143810539943737	7.84359570320127	4.37825161070242e-15	5.56548750580456e-12
CsaV3_1G005240.1	669.066818445841	0.970469750980314	0.12721319747149	7.62868766975068	2.37155418892645e-14	2.78274519983724e-11
CsaV3_1G035670.1	105.480408199044	1.07831349401745	0.143431507190552	7.51796808901188	5.56340763580168e-14	6.06173000546563e-11
CsaV3_1G040000.1	429.266288003257	0.984845213543224	0.135592491066357	7.26327251456168	3.77835628985625e-13	3.84233645636448e-10
CsaV3_3G044330.1	533.249210715839	-0.756180616831437	0.106479678624052	-7.10164255379924	1.23282754751525e-12	1.17534696311236e-09
CsaV3_2G008770.1	1142.66394858007	-0.69051254371572	0.100163317485036	-6.89386654768975	5.42959636666809e-12	4.87194488100912e-09
CsaV3_6G049170.1	5816.89653561294	0.646833982838398	0.093957070997228	6.88435661066405	5.80492909567331e-12	4.91935491252226e-09
CsaV3_2G014490.1	6234.11588396177	0.581705076595092	0.0849342125781775	6.84888996951214	7.44252107415574e-12	5.97516928764062e-09
CsaV3_4G006330.1	4377.84792510022	0.695669354575551	0.101773351123139	6.83547654566115	8.17328708946203e-12	6.23376606313269e-09
CsaV3_5G026520.1	2810.36125432384	-0.58863188160927	0.0874339631465698	-6.73230241916997	1.6699908007985e-11	1.21304950835144e-08
CsaV3_3G006670.1	99.2754107073109	0.953424045156669	0.143540265499225	6.64220622583296	3.09022169722559e-11	2.14264735315815e-08
CsaV3_1G001120.1	1162.5176571471	-0.690845467554694	0.10562559914723	-6.54051170485419	6.13086984680062e-11	4.06609950622159e-08
CsaV3_6G037440.1	484.42465483235	0.74107662193722	0.113498721651207	6.52938298472315	6.60411835661086e-11	4.19746755882258e-08
CsaV3_7G031790.1	1674.91976084941	0.585481677781503	0.0898438791172633	6.51665626566878	7.18919110220893e-11	4.3865568429238e-08
CsaV3_6G014680.1	3149.45421724923	0.53393162920113	0.0825249852086606	6.46993910815141	9.80424181685697e-11	5.75207325670524e-08
CsaV3_4G006370.1	1057.58877944064	0.573753215602472	0.0891251065866066	6.43761603858429	1.21364535143842e-10	6.85664673734877e-08
CsaV3_7G032040.1	3418.41192256094	0.476198411220752	0.0746533315363761	6.37879651745637	1.78484995225568e-10	9.72360756132432e-08
CsaV3_3G008990.1	1657.23737588887	0.555598980566384	0.0879573644665617	6.31668517964295	2.67233189685683e-10	1.40564657774669e-07
CsaV3_2G017660.1	10380.3536550795	0.386407665421867	0.0612881493649847	6.3047696728567	2.88622782224363e-10	1.46755064001681e-07
CsaV3_1G000950.1	4793.98079194877	0.53187800547099	0.0844925525826853	6.29496907375935	3.07461152677233e-10	1.51290723320597e-07
CsaV3_7G008610.1	1066.70042767564	-0.537070807277369	0.0857210376069071	-6.265332551622	3.72030587909085e-10	1.77342330873912e-07
CsaV3_1G013990.1	1002.01260398349	0.536144389071265	0.0869540220876264	6.16583771744308	7.0110960781377e-10	3.24082604775492e-07
CsaV3_UNG221510.1	12248.236829392	0.441296622286766	0.0717987148390911	6.14630252471455	7.93099530273267e-10	3.55821771611424e-07
CsaV3_7G007910.1	3058.18312172985	0.569518682180904	0.0932641258493662	6.10651391405042	1.01830762802354e-09	4.43807558796317e-07
CsaV3_3G014610.1	3054.32611041531	0.507633686330153	0.0833289560959422	6.09192422554388	1.11561491795394e-09	4.72710832179706e-07
CsaV3_6G045740.1	810.563277963474	0.724652848361349	0.119307820408742	6.07380845512667	1.24911713864903e-09	5.14973860350064e-07
CsaV3_4G006290.1	1908.08458883303	-0.532699436744845	0.0880687010032472	-6.04868052641316	1.46036920729972e-09	5.86222944424999e-07
CsaV3_7G000580.1	488.890123985783	0.79074638571157	0.131314646831274	6.02176836166339	1.72521681354311e-09	6.74780955738119e-07
CsaV3_UNG096730.1	115.293771030897	0.863440784188828	0.143781135251173	6.00524389156111	1.9104450645764e-09	7.2854822537621e-07
CsaV3_7G031490.1	1249.78855688595	0.487568209579648	0.0819396955036684	5.95032977096943	2.67602765385809e-09	9.95612825169545e-07
CsaV3_UNG115900.1	100.683871280848	0.845703827963186	0.142695695802587	5.92662464839291	3.09224683665143e-09	1.12307460110192e-06
CsaV3_6G031720.1	9611.22728707449	-0.40610623624159	0.0688253194259486	-5.90053543708625	3.62323784343112e-09	1.28532255962089e-06
CsaV3_3G000090.1	432.465743642351	0.719651473610791	0.122326039616004	5.88306035141711	4.02748982063188e-09	1.39625749372543e-06
CsaV3_1G005980.1	461.723487725039	0.601846456484944	0.103855851797474	5.79501728663863	6.83141441420056e-09	2.31569767720478e-06
CsaV3_1G043500.1	1532.40158977237	-0.487374927242078	0.08574804526697	-5.68380218726472	1.31732638641305e-08	4.36836884746623e-06
CsaV3_3G017360.1	2887.20223854364	0.511143963289196	0.0902399381455501	5.66427652537572	1.47646142831185e-08	4.79190268669552e-06
CsaV3_1G032890.1	1646.14513429135	-0.492053948524208	0.0878782984097338	-5.59926577355878	2.15261562803041e-08	6.84083308124497e-06
CsaV3_1G012170.1	464.292989525809	0.592031901745825	0.106343162777407	5.56718350558222	2.58889716519926e-08	8.05939537917336e-06
CsaV3_3G032720.1	1119.75846779791	0.512264676074706	0.0925220912860254	5.53667420347295	3.0826921315404e-08	9.22027172049359e-06
CsaV3_4G037250.1	30565.8497256086	-0.475992836444199	0.0859579492688498	-5.5375080547285	3.06805588749406e-08	9.22027172049359e-06
CsaV3_3G036190.1	16038.2615451617	0.482834382151855	0.087669316511671	5.50745005623008	3.64068651574914e-08	1.06798138675456e-05
CsaV3_7G002170.1	9429.37021556064	-0.486959763573387	0.0887686313212687	-5.48571895640698	4.11791143296606e-08	1.18416222869707e-05
CsaV3_7G033060.1	161.153568750615	0.783791847833473	0.142960761968597	5.48256624433522	4.19199949846871e-08	1.18416222869707e-05
CsaV3_2G010040.1	1973.71282159791	-0.55012775054273	0.100882543763408	-5.45315106083071	4.94849970850883e-08	1.37244390097443e-05
CsaV3_2G012420.1	1439.28952557473	0.581295045755876	0.106778486002837	5.44393414362919	5.21164947039062e-08	1.39587178208199e-05
CsaV3_6G014350.1	519.014780339432	0.572782265656289	0.105277528623391	5.44068875044835	5.30749727027373e-08	1.39587178208199e-05
CsaV3_6G022710.1	1156.62268922239	-0.483463768544186	0.0888459235982116	-5.44159764414806	5.2804835851096e-08	1.39587178208199e-05
CsaV3_5G030170.1	397.929199099306	0.604322676484129	0.111540876432273	5.41794807261597	6.02869187174673e-08	1.55867230189194e-05
CsaV3_3G008420.1	5190.18127902773	0.475126347543626	0.0885214486551215	5.36735847370407	7.98981578677898e-08	1.99797786904142e-05
CsaV3_4G011820.1	12886.5193928813	-0.375100523399807	0.0698569843591087	-5.36954932768863	7.89336453398357e-08	1.99797786904142e-05
CsaV3_2G013090.1	1142.81001583462	-0.540894238734022	0.101411485843871	-5.33365855191946	9.62534413082178e-08	2.34275096308916e-05
CsaV3_6G001180.1	1472.7679093103	-0.481312825893453	0.0902566829438764	-5.33271122087152	9.67571198863363e-08	2.34275096308916e-05
CsaV3_3G048370.1	906.681775559512	0.515176734116955	0.0967705594859273	5.32369283440873	1.01681552347476e-07	2.42351624923188e-05
